Date,VH,Team,OpenOU,OpenOver,OpenUnder,CloseOU,CloseOver,CloseUnder,Total,OpenResult,CloseResult
2013-03-02,H,Buffalo,5,-120,100,5,-115,-105,7,Over,Over
2013-03-02,H,Montreal,5.5,120,-140,5.5,125,-145,13,Over,Over
2013-03-02,H,Carolina,5.5,105,-125,5.5,105,-125,8,Over,Over
2013-03-02,H,Phoenix,5,-120,100,5,-130,110,9,Over,Over
2013-03-02,H,Vancouver,5,-110,-110,5,-105,-115,7,Over,Over
2013-03-02,H,SanJose,5,115,-135,5,120,-140,3,Under,Under
2013-03-03,H,Detroit,5.5,110,-130,5.5,125,-145,3,Under,Under
2013-03-03,H,Dallas,5,-130,110,5,-135,115,5,Push,Push
2013-03-03,H,Columbus,5.5,115,-135,5.5,120,-140,3,Under,Under
2013-03-03,H,NYIslanders,5,-120,100,5.5,110,-130,5,Push,Under
2013-03-03,H,Florida,5.5,105,-125,5.5,100,-120,5,Under,Under
2013-03-03,H,Boston,5,-104,-116,5,-135,115,7,Over,Over
2013-03-03,H,NYRangers,5,-125,105,5,-120,100,5,Push,Push
2013-03-03,H,Minnesota,5,100,-120,5,100,-120,6,Over,Over
2013-03-03,H,Calgary,5,-125,105,5,-140,120,6,Over,Over
2013-03-04,H,Toronto,5,-125,105,5,-135,115,6,Over,Over
2013-03-04,H,Pittsburgh,6,-104,-116,6,-120,100,7,Over,Over
2013-03-04,H,Phoenix,5,-130,110,5,-150,130,9,Over,Over
2013-03-04,H,LosAngeles,5,122,-142,5,140,-160,6,Over,Over
2013-03-05,H,Columbus,5.5,115,-135,5.5,120,-140,7,Over,Over
2013-03-05,H,NewJersey,5.5,-110,-110,5.5,-110,-110,7,Over,Over
2013-03-05,H,Washington,5.5,120,-140,5.5,125,-145,7,Over,Over
2013-03-05,H,Carolina,5.5,100,-120,5.5,110,-130,7,Over,Over
2013-03-05,H,NYIslanders,5.5,115,-135,5.5,115,-135,9,Over,Over
2013-03-05,H,NYRangers,5.5,115,-135,5.5,125,-145,6,Over,Over
2013-03-05,H,Florida,5.5,100,-120,5.5,100,-120,5,Under,Under
2013-03-05,H,Detroit,5.5,100,-120,5.5,105,-125,3,Under,Under
2013-03-05,H,Chicago,5,-110,-110,5,-105,-115,8,Over,Over
2013-03-05,H,Vancouver,5,-110,-110,5,-105,-115,5,Push,Push
2013-03-05,H,LosAngeles,5,-110,-110,5,105,-125,10,Over,Over
2013-03-06,H,Toronto,5,-113,-107,5,-125,105,9,Over,Over
2013-03-06,H,Chicago,5.5,110,-130,5.5,125,-145,5,Under,Under
2013-03-06,H,Calgary,5,-125,105,5,-130,110,5,Push,Push
2013-03-06,H,Anaheim,5.5,105,-125,5.5,115,-135,2,Under,Under
2013-03-07,H,Columbus,5.5,-103,-117,5.5,125,-145,3,Under,Under
2013-03-07,H,Washington,5.5,102,-122,5.5,130,-150,8,Over,Over
2013-03-07,H,Carolina,5.5,102,-122,5.5,110,-130,6,Over,Over
2013-03-07,H,NewJersey,5,-125,105,5,-155,135,5,Push,Push
2013-03-07,H,NYIslanders,5.5,108,-128,5.5,110,-130,3,Under,Under
2013-03-07,H,Philadelphia,6,-109,-111,6,-130,110,9,Over,Over
2013-03-07,H,Boston,5.5,107,-127,5.5,105,-125,6,Over,Over
2013-03-07,H,TampaBay,6,-108,-112,6,-110,-110,3,Under,Under
2013-03-07,H,Detroit,5.5,107,-127,5.5,120,-140,3,Under,Under
2013-03-07,H,Phoenix,5,-135,115,5,-140,120,9,Over,Over
2013-03-07,H,LosAngeles,5,-109,-111,5,-125,105,7,Over,Over
2013-03-08,H,NYRangers,5,-104,-116,5,-105,-115,5,Push,Push
2013-03-08,H,Florida,5.5,-114,-106,5.5,-110,-110,5,Under,Under
2013-03-08,H,Nashville,5,-105,-115,5,-105,-115,6,Over,Over
2013-03-08,H,Colorado,5.5,112,-132,5.5,125,-145,8,Over,Over
2013-03-08,H,Anaheim,5.5,107,-127,5.5,115,-135,4,Under,Under
2013-03-09,H,NYIslanders,5.5,-114,-106,5.5,-120,100,7,Over,Over
2013-03-09,H,Boston,5.5,-110,-110,5.5,-105,-115,3,Under,Under
2013-03-09,H,Columbus,5.5,107,-127,5.5,120,-140,3,Under,Under
2013-03-09,H,SanJose,5,-115,-105,5,-120,100,7,Over,Over
2013-03-09,H,Carolina,5.5,107,-127,5.5,110,-130,9,Over,Over
2013-03-09,H,Toronto,6,-110,-110,6,-115,-105,9,Over,Over
2013-03-09,H,TampaBay,5.5,-133,113,5.5,-110,-110,7,Over,Over
2013-03-09,H,Phoenix,5.5,117,-137,5.5,120,-140,3,Under,Under
2013-03-09,H,Nashville,5,115,-135,5,120,-140,3,Under,Under
2013-03-09,H,LosAngeles,5,-115,-105,5,-130,110,8,Over,Over
2013-03-10,H,Washington,5,-120,100,5,-135,115,5,Push,Push
2013-03-10,H,Detroit,5.5,115,-135,5.5,140,-160,5,Under,Under
2013-03-10,H,Florida,5.5,101,-121,5.5,100,-120,7,Over,Over
2013-03-10,H,Pittsburgh,5.5,-135,115,6,-110,-110,7,Over,Over
2013-03-10,H,Chicago,5.5,121,-141,5.5,125,-145,11,Over,Over
2013-03-10,H,NewJersey,5.5,-104,-116,5.5,110,-130,5,Under,Under
2013-03-10,H,Philadelphia,5.5,-115,-105,5.5,-110,-110,5,Under,Under
2013-03-10,H,Anaheim,5.5,-104,-116,5.5,100,-120,6,Over,Over
2013-03-10,H,Minnesota,5,-110,-110,5,-105,-115,6,Over,Over
2013-03-10,H,Colorado,5,-125,105,5,-135,115,5,Push,Push
2013-03-11,H,Ottawa,5,-105,-115,5,-125,105,5,Push,Push
2013-03-11,H,LosAngeles,5,-120,100,5,-145,125,4,Under,Under
2013-03-12,H,Columbus,5.5,117,-137,5.5,125,-145,3,Under,Under
2013-03-12,H,Buffalo,5,-115,-105,5,-120,100,4,Under,Under
2013-03-12,H,Washington,5.5,-109,-111,5.5,-105,-115,4,Under,Under
2013-03-12,H,Pittsburgh,5.5,-118,-102,5.5,-125,105,5,Under,Under
2013-03-12,H,Florida,5.5,-133,113,5.5,-140,120,5,Under,Under
2013-03-12,H,Winnipeg,5.5,-107,-113,5.5,-110,-110,7,Over,Over
2013-03-12,H,Minnesota,5,-104,-116,5,-120,100,3,Under,Under
2013-03-12,H,St.Louis,5,-130,110,5,-135,115,6,Over,Over
2013-03-12,H,Dallas,5,-105,-115,5,-105,-115,4,Under,Under
2013-03-12,H,Colorado,5.5,110,-130,5.5,110,-130,4,Under,Under
2013-03-12,H,Phoenix,5,-104,-116,5,-120,100,7,Over,Over
2013-03-13,H,Montreal,5,-110,-110,5,-105,-115,7,Over,Over
2013-03-13,H,NewJersey,5.5,105,-125,5.5,110,-130,7,Over,Over
2013-03-13,H,Calgary,5,-130,110,5,-150,130,7,Over,Over
2013-03-14,H,Boston,5.5,102,-122,5.5,110,-130,5,Under,Under
2013-03-14,H,Columbus,5.5,112,-132,5.5,115,-135,3,Under,Under
2013-03-14,H,Toronto,6,-114,-106,6,-120,100,4,Under,Under
2013-03-14,H,Carolina,5.5,-114,-106,5.5,-110,-110,5,Under,Under
2013-03-14,H,TampaBay,6,-114,-106,6,-115,-105,2,Under,Under
2013-03-14,H,Winnipeg,5,-120,100,5,-125,105,4,Under,Under
2013-03-14,H,Minnesota,5,-104,-116,5,-110,-110,8,Over,Over
2013-03-14,H,St.Louis,5,-125,105,5,-130,110,3,Under,Under
2013-03-14,H,Dallas,5,-135,115,5,-145,125,3,Under,Under
2013-03-14,H,Vancouver,5,115,-135,5,105,-125,11,Over,Over
2013-03-14,H,SanJose,5,-104,-116,5,-110,-110,7,Over,Over
2013-03-15,H,Philadelphia,5.5,-103,-117,5.5,100,-120,3,Under,Under
2013-03-15,H,Calgary,5,-109,-111,5,-110,-110,9,Over,Over
2013-03-15,H,Edmonton,5,-145,125,5,-140,120,5,Push,Push
2013-03-16,H,Pittsburgh,5.5,-115,-105,5.5,100,-120,3,Under,Under
2013-03-16,H,Boston,5.5,102,-122,5.5,105,-125,5,Under,Under
2013-03-16,H,Buffalo,5,-115,-105,5,-130,110,7,Over,Over
2013-03-16,H,Colorado,5,-115,-105,5,-115,-105,10,Over,Over
2013-03-16,H,Columbus,5,-115,-105,5,-120,100,1,Under,Under
2013-03-16,H,NewJersey,5,-140,120,5,-150,130,3,Under,Under
2013-03-16,H,TampaBay,6,-103,-117,6,-105,-115,5,Under,Under
2013-03-16,H,Toronto,5.5,-114,-106,5.5,-110,-110,9,Over,Over
2013-03-16,H,Florida,5.5,-114,-106,5.5,-110,-110,7,Over,Over
2013-03-16,H,Dallas,5.5,107,-127,5.5,120,-140,9,Over,Over
2013-03-16,H,St.Louis,5.5,102,-122,5.5,105,-125,3,Under,Under
2013-03-16,H,Vancouver,5,-135,115,5,-140,120,7,Over,Over
2013-03-16,H,LosAngeles,5,-115,-105,5,-130,110,7,Over,Over
2013-03-17,H,Pittsburgh,5.5,-115,-105,5.5,-110,-110,3,Under,Under
2013-03-17,H,Ottawa,5,-120,100,5,-145,125,5,Push,Push
2013-03-17,H,Washington,5.5,111,-131,5.5,115,-135,8,Over,Over
2013-03-17,H,Edmonton,5,-111,-109,5,-115,-105,5,Push,Push
2013-03-18,H,NYRangers,5.5,115,-135,5.5,125,-145,3,Under,Under
2013-03-18,H,TampaBay,6,-105,-115,6,-105,-115,6,Push,Push
2013-03-18,H,Dallas,5.5,105,-125,5.5,105,-125,7,Over,Over
2013-03-18,H,Colorado,5.5,105,-125,5.5,100,-120,7,Over,Over
2013-03-18,H,Anaheim,5,-125,105,5,-130,110,8,Over,Over
2013-03-18,H,Vancouver,5,-104,-116,5,-120,100,4,Under,Under
2013-03-18,H,LosAngeles,5,-115,-105,5,-125,105,4,Under,Under
2013-03-19,H,Carolina,5.5,-110,-110,5.5,-110,-110,5,Under,Under
2013-03-19,H,Columbus,5,100,-120,5,105,-125,7,Over,Over
2013-03-19,H,NewJersey,5,-110,-110,5,110,-130,5,Push,Push
2013-03-19,H,NYIslanders,5,-130,110,5.5,120,-140,8,Over,Over
2013-03-19,H,Montreal,5.5,110,-130,5.5,110,-130,5,Under,Under
2013-03-19,H,Pittsburgh,6,100,-120,6,100,-120,3,Under,Under
2013-03-19,H,Winnipeg,5.5,120,-140,5.5,130,-150,4,Under,Under
2013-03-19,H,Vancouver,5.5,120,-140,5.5,130,-150,5,Under,Under
2013-03-19,H,LosAngeles,5,-105,-115,5,-125,105,5,Push,Push
2013-03-20,H,Toronto,6,-110,-110,6,-105,-115,6,Push,Push
2013-03-20,H,Detroit,5,-110,-110,5,-115,-105,6,Over,Over
2013-03-20,H,Edmonton,5,-115,-105,5,-140,120,7,Over,Over
2013-03-20,H,Colorado,5.5,117,-137,5.5,110,-130,7,Over,Over
2013-03-20,H,Anaheim,5.5,101,-121,5.5,115,-135,6,Over,Over
2013-03-21,H,NYRangers,5,-115,-105,5,-120,100,4,Under,Under
2013-03-21,H,Buffalo,5.5,-105,-115,5.5,100,-120,9,Over,Over
2013-03-21,H,Carolina,5,-120,100,5,-145,125,5,Push,Push
2013-03-21,H,NYIslanders,5.5,-104,-116,5.5,-115,-105,7,Over,Over
2013-03-21,H,Ottawa,5,-115,-105,5,-115,-105,3,Under,Under
2013-03-21,H,Winnipeg,5.5,-104,-116,5.5,105,-125,4,Under,Under
2013-03-21,H,Phoenix,5,-120,100,5,-125,105,3,Under,Under
2013-03-21,H,Nashville,5,-110,-110,5,-130,110,8,Over,Over
2013-03-21,H,LosAngeles,5,-130,110,5,-130,110,2,Under,Under
2013-03-22,H,Columbus,5.5,105,-125,5.5,125,-145,6,Over,Over
2013-03-22,H,Winnipeg,5.5,100,-120,5.5,120,-140,7,Over,Over
2013-03-22,H,NYIslanders,6,-105,-115,6,-115,-105,6,Push,Push
2013-03-22,H,Anaheim,5.5,100,-120,5.5,125,-145,6,Over,Over
2013-03-23,H,Minnesota,5,-104,-116,5,-115,-105,2,Under,Under
2013-03-23,H,Ottawa,5.5,-104,-116,5.5,100,-120,8,Over,Over
2013-03-23,H,LosAngeles,5,-125,105,5,-115,-105,1,Under,Under
2013-03-23,H,NewJersey,5,-110,-110,5,-115,-105,3,Under,Under
2013-03-23,H,Toronto,5,-120,100,5,-145,125,5,Push,Push
2013-03-23,H,Montreal,5.5,101,-121,5.5,110,-130,3,Under,Under
2013-03-23,H,Nashville,5,-110,-110,5,-115,-105,7,Over,Over
2013-03-23,H,Dallas,5.5,-104,-116,5.5,120,-140,7,Over,Over
2013-03-23,H,Edmonton,5.5,117,-137,5.5,125,-145,3,Under,Under
2013-03-24,H,NYIslanders,5.5,-110,-110,5.5,-110,-110,3,Under,Under
2013-03-24,H,NYRangers,5,-115,-105,5,-110,-110,5,Push,Push
2013-03-24,H,Pittsburgh,6,-115,-105,6,-130,110,3,Under,Under
2013-03-24,H,Winnipeg,6,100,-120,6,105,-125,5,Under,Under
2013-03-24,H,Calgary,5.5,106,-126,5.5,115,-135,5,Under,Under
2013-03-24,H,Anaheim,5.5,106,-126,5.5,120,-140,3,Under,Under
2013-03-24,H,Colorado,5.5,101,-121,5.5,115,-135,5,Under,Under
2013-03-25,H,Boston,5.5,110,-130,5.5,115,-135,5,Under,Under
2013-03-25,H,Ottawa,5,-104,-116,5,100,-120,5,Push,Push
2013-03-25,H,Chicago,5,-125,105,5,-130,110,9,Over,Over
2013-03-25,H,Nashville,5,-120,100,5,-115,-105,5,Push,Push
2013-03-25,H,Dallas,5,-115,-105,5,-115,-105,11,Over,Over
2013-03-25,H,Anaheim,5,-130,110,5,-130,110,8,Over,Over
2013-03-25,H,Phoenix,5,-135,115,5,-145,125,5,Push,Push
2013-03-26,H,Toronto,5.5,-104,-116,5.5,100,-120,5,Under,Under
2013-03-26,H,Carolina,6,115,-135,5.5,-105,-115,5,Under,Under
2013-03-26,H,Washington,5.5,-110,-110,5.5,-105,-115,5,Under,Under
2013-03-26,H,Pittsburgh,6,115,-135,5.5,-105,-115,1,Under,Under
2013-03-26,H,TampaBay,5.5,-123,103,5.5,-125,105,3,Under,Under
2013-03-26,H,Philadelphia,5,-125,105,5,-130,110,7,Over,Over
2013-03-26,H,St.Louis,5.5,121,-141,5.5,125,-145,3,Under,Under
2013-03-26,H,Chicago,5.5,101,-121,5.5,100,-120,2,Under,Under
2013-03-26,H,Vancouver,5,-115,-105,5,-120,100,1,Under,Under
2013-03-27,H,Boston,5,-130,110,5,-120,100,11,Over,Over
2013-03-27,H,Minnesota,5,-125,105,5,-120,100,7,Over,Over
2013-03-27,H,SanJose,5,-125,105,5,-145,125,4,Under,Under
2013-03-27,H,Calgary,5.5,-105,-115,5.5,100,-120,7,Over,Over
2013-03-28,H,Pittsburgh,5.5,-110,-110,5.5,-120,100,4,Under,Under
2013-03-28,H,Toronto,5,-110,-110,5.5,-110,-110,9,Over,Over
2013-03-28,H,Philadelphia,5.5,-110,-110,5.5,-115,-105,7,Over,Over
2013-03-28,H,Ottawa,5,-105,-115,5,100,-120,3,Under,Under
2013-03-28,H,Florida,5,-110,-110,5,-130,110,9,Over,Over
2013-03-28,H,Nashville,5,-110,-110,5,-120,100,11,Over,Over
2013-03-28,H,St.Louis,5,-110,-110,5,-105,-115,6,Over,Over
2013-03-28,H,Edmonton,5,-115,-105,5,-120,100,10,Over,Over
2013-03-28,H,Vancouver,5,-130,110,5,-145,125,5,Push,Push
2013-03-28,H,SanJose,5,-110,-110,5,-120,100,2,Under,Under
2013-03-29,H,TampaBay,5.5,115,-135,5.5,130,-150,9,Over,Over
2013-03-29,H,Dallas,5,-130,110,5.5,115,-135,8,Over,Over
2013-03-29,H,Chicago,5.5,105,-125,5.5,115,-135,3,Under,Under
2013-03-29,H,Calgary,5,-130,110,5,-150,130,10,Over,Over
2013-03-30,H,Pittsburgh,5.5,-110,-110,5.5,-130,110,2,Under,Under
2013-03-30,H,Philadelphia,5.5,120,-140,5.5,110,-130,4,Under,Under
2013-03-30,H,Winnipeg,5.5,-110,-110,5.5,-110,-110,4,Under,Under
2013-03-30,H,Colorado,5,-130,110,5,-135,115,1,Under,Under
2013-03-30,H,Buffalo,5,-125,105,5,-150,130,7,Over,Over
2013-03-30,H,Ottawa,5,-120,100,5.5,110,-130,4,Under,Under
2013-03-30,H,Montreal,5,-110,-110,5,-120,100,3,Under,Under
2013-03-30,H,Florida,5,-110,-110,5,-120,100,5,Push,Push
2013-03-30,H,Minnesota,5,-105,-115,5,-110,-110,7,Over,Over
2013-03-30,H,Edmonton,5,-120,100,5,-115,-105,4,Under,Under
2013-03-30,H,SanJose,5,-115,-105,5,-125,105,5,Push,Push
2013-03-31,H,Detroit,5,-135,115,5,-130,110,8,Over,Over
2013-03-31,H,Columbus,5.5,105,-125,5.5,130,-150,3,Under,Under
2013-03-31,H,Dallas,5,-125,105,5,-160,140,5,Push,Push
2013-03-31,H,Buffalo,5.5,120,-140,5.5,105,-125,2,Under,Under
2013-03-31,H,Philadelphia,5.5,-109,-111,5.5,-115,-105,9,Over,Over
2013-04-01,H,NewJersey,5.5,115,-135,5.5,130,-150,4,Under,Under
2013-04-01,H,NYRangers,5,-120,100,5,-115,-105,6,Over,Over
2013-04-01,H,Montreal,5.5,105,-125,5.5,105,-125,5,Under,Under
2013-04-01,H,Detroit,5.5,105,-125,5.5,110,-130,5,Under,Under
2013-04-01,H,Minnesota,5.5,105,-125,5,-115,-105,5,Under,Push
2013-04-01,H,Chicago,5,-110,-110,5,-130,110,5,Push,Push
2013-04-01,H,Dallas,5,-125,105,5,-150,130,4,Under,Under
2013-04-01,H,Edmonton,5.5,115,-135,5.5,105,-125,5,Under,Under
2013-04-01,H,SanJose,5,-110,-110,5,-115,-105,5,Push,Push
2013-04-02,H,NYIslanders,5.5,100,-120,5.5,100,-120,7,Over,Over
2013-04-02,H,Carolina,5.5,-110,-110,5.5,-110,-110,8,Over,Over
2013-04-02,H,Boston,5,-110,-110,5,100,-120,5,Push,Push
2013-04-02,H,Pittsburgh,5.5,110,-130,5.5,110,-130,5,Under,Under
2013-04-02,H,TampaBay,5.5,-110,-110,5.5,-120,100,5,Under,Under
2013-04-02,H,Nashville,5,-120,100,5,-130,110,4,Under,Under
2013-04-02,H,Phoenix,5,-125,105,5,-130,110,4,Under,Under
2013-04-03,H,Philadelphia,5.5,-115,-105,5.5,-105,-115,8,Over,Over
2013-04-03,H,NYRangers,5,-125,105,5,-135,115,7,Over,Over
2013-04-03,H,Calgary,5.5,101,-121,5.5,105,-125,10,Over,Over
2013-04-03,H,Anaheim,5.5,117,-137,5.5,125,-145,7,Over,Over
2013-04-03,H,SanJose,5,-110,-110,5,-115,-105,6,Over,Over
2013-04-04,H,Carolina,5.5,-123,103,5.5,-130,110,5,Under,Under
2013-04-04,H,Boston,5,-115,-105,5,-105,-115,1,Under,Under
2013-04-04,H,Washington,5.5,-104,-116,5.5,-110,-110,3,Under,Under
2013-04-04,H,Toronto,5.5,-125,105,5.5,-130,110,8,Over,Over
2013-04-04,H,Montreal,5.5,-104,-116,5.5,110,-130,5,Under,Under
2013-04-04,H,Nashville,5,-120,100,5,-105,-115,4,Under,Under
2013-04-04,H,Chicago,5.5,106,-126,5.5,110,-130,7,Over,Over
2013-04-04,H,Phoenix,5,-140,120,5,-135,115,6,Over,Over
2013-04-04,H,Vancouver,5,-115,-105,5,-130,110,4,Under,Under
2013-04-04,H,LosAngeles,5,-110,-110,5,-120,100,3,Under,Under
2013-04-05,H,St.Louis,5,-125,105,5,-130,110,4,Under,Under
2013-04-05,H,Pittsburgh,5,-125,105,5,-135,115,3,Under,Under
2013-04-05,H,Buffalo,5,-120,100,5,-125,105,6,Over,Over
2013-04-05,H,Colorado,5.5,111,-131,5.5,120,-140,5,Under,Under
2013-04-05,H,Anaheim,5.5,115,-135,5.5,120,-140,4,Under,Under
2013-04-05,H,SanJose,5.5,-104,-116,5.5,115,-135,3,Under,Under
2013-04-06,H,Nashville,5,-120,100,5,-130,110,1,Under,Under
2013-04-06,H,Winnipeg,5.5,-119,-101,5.5,-125,105,5,Under,Under
2013-04-06,H,LosAngeles,5,-130,110,5,-135,115,5,Push,Push
2013-04-06,H,NYIslanders,5.5,-114,-106,5.5,-115,-105,6,Over,Over
2013-04-06,H,Carolina,5,-125,105,5,-135,115,5,Push,Push
2013-04-06,H,Montreal,5,-115,-105,5,-120,100,3,Under,Under
2013-04-06,H,NewJersey,5.5,117,-137,5.5,135,-155,3,Under,Under
2013-04-06,H,Florida,5.5,-109,-111,5.5,120,-140,7,Over,Over
2013-04-06,H,Phoenix,5.5,117,-137,5.5,115,-135,4,Under,Under
2013-04-06,H,Vancouver,5.5,-104,-116,5.5,115,-135,7,Over,Over
2013-04-07,H,Detroit,5.5,100,-120,5.5,110,-130,1,Under,Under
2013-04-07,H,SanJose,5,-125,105,5,-125,105,9,Over,Over
2013-04-07,H,Columbus,5,-125,105,5,-120,100,3,Under,Under
2013-04-07,H,Florida,5,-120,100,5,-130,110,3,Under,Under
2013-04-07,H,Buffalo,5,-125,105,5,-110,-110,5,Push,Push
2013-04-07,H,Washington,5.5,-120,100,5.5,-125,105,6,Over,Over
2013-04-07,H,Chicago,5,-120,100,5,-125,105,8,Over,Over
2013-04-07,H,Anaheim,5,-120,100,5,-120,100,7,Over,Over
2013-04-08,H,Toronto,5,-130,110,5,-125,105,7,Over,Over
2013-04-08,H,Boston,5,-130,110,5.5,125,-145,8,Over,Over
2013-04-08,H,Colorado,5.5,110,-130,5.5,-105,-115,4,Under,Under
2013-04-08,H,Anaheim,5.5,115,-135,5.5,115,-135,3,Under,Under
2013-04-08,H,Vancouver,5,-120,100,5,-110,-110,2,Under,Under
2013-04-09,H,Columbus,5,-104,-116,5,-110,-110,4,Under,Under
2013-04-09,H,NYIslanders,5.5,-123,103,5.5,-130,110,5,Under,Under
2013-04-09,H,Carolina,5.5,106,-126,5.5,110,-130,8,Over,Over
2013-04-09,H,Montreal,5.5,101,-121,5.5,105,-125,5,Under,Under
2013-04-09,H,TampaBay,5.5,-115,-105,5.5,-105,-115,5,Under,Under
2013-04-09,H,Winnipeg,5.5,106,-126,5.5,125,-145,5,Under,Under
2013-04-09,H,Nashville,5,-109,-111,5,-105,-115,1,Under,Under
2013-04-09,H,Minnesota,5,-115,-105,5,-125,105,1,Under,Under
2013-04-09,H,Dallas,5,-130,110,5,-125,105,6,Over,Over
2013-04-10,H,NYRangers,5,-125,105,5,-130,110,5,Push,Push
2013-04-10,H,NewJersey,5,105,-125,5,110,-130,9,Over,Over
2013-04-10,H,Calgary,5.5,111,-131,5.5,130,-150,5,Under,Under
2013-04-10,H,Edmonton,5.5,117,-137,5.5,130,-150,4,Under,Under
2013-04-10,H,Anaheim,5.5,107,-127,5.5,115,-135,5,Under,Under
2013-04-11,H,Boston,5.5,112,-132,5.5,130,-150,3,Under,Under
2013-04-11,H,Washington,5.5,-114,-106,5.5,-110,-110,4,Under,Under
2013-04-11,H,Philadelphia,5.5,-103,-117,5.5,105,-125,4,Under,Under
2013-04-11,H,Buffalo,5,-134,114,5,-160,140,6,Over,Over
2013-04-11,H,TampaBay,5.5,-118,-102,5.5,-125,105,9,Over,Over
2013-04-11,H,Detroit,5,-114,-106,5,-120,100,5,Push,Push
2013-04-11,H,Minnesota,5,-105,-115,5,110,-130,2,Under,Under
2013-04-11,H,Winnipeg,5.5,107,-127,5.5,115,-135,9,Over,Over
2013-04-11,H,LosAngeles,5,-129,109,5,-140,120,5,Push,Push
2013-04-12,H,Columbus,5,-104,-116,5,-105,-115,5,Push,Push
2013-04-12,H,NewJersey,5,-104,-116,5,-110,-110,2,Under,Under
2013-04-12,H,Nashville,5,-115,-105,5,-140,120,7,Over,Over
2013-04-12,H,Chicago,5,-125,105,5,-135,115,5,Push,Push
2013-04-12,H,Calgary,5,-125,105,5,-150,130,5,Push,Push
2013-04-13,H,Colorado,5,-115,-105,5,-125,105,7,Over,Over
2013-04-13,H,Buffalo,5.5,-105,-115,5.5,-115,-105,1,Under,Under
2013-04-13,H,NYIslanders,5,-115,-105,5,-130,110,1,Under,Under
2013-04-13,H,Carolina,5,-130,110,5.5,105,-125,6,Over,Over
2013-04-13,H,Toronto,5.5,105,-125,5.5,100,-120,6,Over,Over
2013-04-13,H,Washington,6,100,-120,6,100,-120,11,Over,Over
2013-04-13,H,Florida,5.5,-105,-115,5.5,-105,-115,4,Under,Under
2013-04-13,H,Minnesota,5,-104,-116,5,-110,-110,5,Push,Push
2013-04-13,H,Dallas,5.5,122,-142,5.5,125,-145,3,Under,Under
2013-04-13,H,Edmonton,5.5,102,-122,5.5,-110,-110,5,Under,Under
2013-04-13,H,LosAngeles,5,-115,-105,5,-135,115,3,Under,Under
2013-04-14,H,St.Louis,5.5,105,-125,5,-125,105,2,Under,Under
2013-04-14,H,Buffalo,5.5,-108,-112,5.5,-115,-105,4,Under,Under
2013-04-14,H,Nashville,5,-109,-111,5,100,-120,3,Under,Under
2013-04-15,H,Toronto,5,-135,115,5,-130,110,2,Under,Under
2013-04-15,H,Montreal,5.5,-110,-110,5.5,100,-120,10,Over,Over
2013-04-15,H,Nashville,5,-115,-105,5,-105,-115,7,Over,Over
2013-04-15,H,Chicago,5.5,105,-125,5.5,110,-130,7,Over,Over
2013-04-15,H,Calgary,5,-125,105,5,-135,115,7,Over,Over
2013-04-15,H,Colorado,5,-120,100,5,-120,100,7,Over,Over
2013-04-15,H,Phoenix,5,-115,-105,5,-105,-115,4,Under,Under
2013-04-16,H,NYIslanders,5.5,105,-125,5.5,105,-125,7,Over,Over
2013-04-16,H,Washington,5.5,-110,-110,5.5,-120,100,6,Over,Over
2013-04-16,H,Ottawa,5.5,120,-140,5.5,110,-130,5,Under,Under
2013-04-16,H,Philadelphia,5,-120,100,5.5,110,-130,6,Over,Over
2013-04-16,H,Winnipeg,5.5,-115,-105,5.5,-120,100,7,Over,Over
2013-04-16,H,St.Louis,5,-105,-115,5,110,-130,3,Under,Under
2013-04-16,H,Edmonton,5,-110,-110,5,-110,-110,8,Over,Over
2013-04-16,H,SanJose,5,-120,100,5,-110,-110,5,Push,Push
2013-04-17,H,Pittsburgh,5.5,107,-127,5.5,110,-130,10,Over,Over
2013-04-17,H,Boston,5,-125,105,5,-135,115,5,Push,Push
2013-04-17,H,Calgary,5.5,112,-132,5.5,120,-140,5,Under,Under
2013-04-17,H,Anaheim,5,-115,-105,5,-110,-110,5,Push,Push
2013-04-18,H,NYRangers,5,-115,-105,5,-105,-115,7,Over,Over
2013-04-18,H,Toronto,5.5,-110,-110,5.5,-110,-110,8,Over,Over
2013-04-18,H,Philadelphia,5.5,125,-145,5.5,130,-150,3,Under,Under
2013-04-18,H,Ottawa,5.5,115,-135,5.5,130,-150,4,Under,Under
2013-04-18,H,Montreal,5.5,-105,-115,5.5,-120,100,5,Under,Under
2013-04-18,H,Winnipeg,5.5,-110,-110,5.5,-110,-110,7,Over,Over
2013-04-18,H,St.Louis,5,110,-130,5,100,-120,3,Under,Under
2013-04-18,H,Dallas,5.5,125,-145,5.5,135,-155,6,Over,Over
2013-04-18,H,SanJose,5,-105,-115,5,105,-125,7,Over,Over
2013-04-18,H,LosAngeles,5,-105,-115,5,-105,-115,3,Under,Under
2013-04-19,H,Buffalo,5,-115,-105,5,-110,-110,12,Over,Over
2013-04-19,H,St.Louis,5,-104,-116,5,-115,-105,3,Under,Under
2013-04-19,H,Chicago,5,-115,-105,5,-115,-105,9,Over,Over
2013-04-19,H,Calgary,5.5,102,-122,5.5,105,-125,4,Under,Under
2013-04-19,H,Colorado,5,-125,105,5,-155,135,5,Push,Push
2013-04-20,H,NewJersey,5,-111,-109,5,-105,-115,8,Over,Over
2013-04-20,H,Winnipeg,5.5,-109,-111,5.5,-105,-115,9,Over,Over
